	
160.679	203.135	1.813	-1.487	4.242		50.610	131.829	151020.000	34.388	
149.320	200.842	1.915	-2.984	5.030		13.598	-107.866	151056.000	34.294	
143.425	207.581	1.768	-2.511	3.384		-28.537	452.561	151092.000	34.388	
149.286	179.333	-0.042	-2.143	3.606		139.634	451.280	151131.000	34.341	
144.108	181.389	0.060	-1.777	2.456		128.293	141.341	151166.000	34.341	
115.511	169.037	-0.145	-1.563	0.746		-2.622	206.768	151202.000	34.388	
100.551	237.595	0.275	-0.938	0.175		-61.646	137.744	151238.000	34.388	
104.580	224.489	0.271	-1.063	0.276		34.329	56.220	151274.000	34.294	
116.329	191.462	0.286	-2.852	1.411		66.220	-112.622	151309.000	34.388	
133.162	192.810	0.733	-3.439	3.226		76.037	-126.829	151345.000	34.388	
123.193	194.013	0.695	-4.259	2.786		-235.061	-62.073	151380.000	34.388	
121.157	193.475	0.671	-4.631	2.800		-420.610	-141.768	151419.000	34.341	
124.724	188.258	0.453	-4.505	3.122		-262.378	-6.707	151455.000	34.388	
157.783	190.506	0.945	-2.082	5.098		-347.683	171.037	151491.000	34.294	
144.802	186.908	0.495	-2.883	4.087		91.707	-55.976	151527.000	34.388	
150.965	177.693	-0.166	-2.287	4.120		216.280	-132.378	151565.000	34.247	
144.805	194.402	0.582	-1.599	2.267		-121.037	-189.451	151611.000	34.341	
136.210	216.578	1.646	-2.127	2.219		-175.732	-241.402	151647.000	34.435	
128.389	202.958	0.620	-1.848	1.464		151.220	-248.110	151685.000	34.388	
117.187	188.720	0.124	-1.574	0.809		164.146	-53.841	151720.000	34.294	
111.176	183.174	0.030	-1.409	0.546		29.756	33.415	151756.000	34.435	
118.753	176.614	-0.070	-2.166	1.188		32.622	-114.085	151792.000	34.388	
132.098	181.283	0.059	-2.895	2.615		-24.329	-144.329	151828.000	34.341	
123.460	184.137	0.188	-3.942	2.605		-39.451	-79.817	151864.000	34.341	
125.570	192.226	0.695	-4.487	3.209		113.659	101.098	151900.000	34.341	
120.236	184.825	0.223	-4.525	2.638		176.159	-8.171	151939.000	34.388	
136.317	193.573	0.976	-3.859	4.041		51.890	50.366	151974.000	34.294	
149.279	183.113	0.157	-1.718	2.891		-110.854	-434.451	152009.000	34.482	
133.510	202.045	0.688	-1.791	1.700		60.366	-506.646	152045.000	34.388	
