86.236	291.466	0.663	-3.963	-0.261		4.024	5.305	239642.000	33.259	
86.637	291.395	0.596	-3.972	-0.233		7.317	7.500	239713.000	33.259	
85.658	295.046	0.642	-3.948	-0.300		-5.427	5.488	239783.000	33.212	
86.465	291.537	0.621	-3.968	-0.245		2.744	1.890	239855.000	33.306	
86.970	288.120	0.642	-3.967	-0.210		0.305	1.707	239926.000	33.259	
85.977	293.788	0.627	-3.930	-0.276		0.610	5.671	239997.000	33.259	
85.838	294.417	0.637	-3.973	-0.289		4.634	5.183	240068.000	33.212	
86.302	291.577	0.645	-3.943	-0.255		2.012	6.829	240139.000	33.165	
86.275	291.637	0.647	-3.945	-0.257		0.488	4.207	240209.000	33.165	
86.668	290.778	0.607	-3.958	-0.230		-5.732	-0.549	240280.000	33.259	
86.564	290.740	0.632	-3.985	-0.239		-3.354	5.488	240353.000	33.259	
86.587	290.144	0.642	-3.946	-0.235		1.890	1.098	240424.000	33.259	
86.266	292.228	0.631	-3.950	-0.258		4.329	2.378	240495.000	33.212	
86.512	290.376	0.649	-3.957	-0.241		-1.037	3.110	240566.000	33.306	
86.555	289.847	0.660	-3.958	-0.238		-2.866	3.110	240637.000	33.259	
86.029	292.410	0.663	-3.939	-0.273		-0.671	2.378	240709.000	33.165	
86.627	289.714	0.651	-3.960	-0.233		-0.976	5.244	240781.000	33.165	
86.890	288.077	0.658	-3.954	-0.215		1.524	6.037	240852.000	33.165	
86.316	291.680	0.639	-3.943	-0.254		-0.183	5.244	240923.000	33.306	
86.835	288.693	0.649	-3.974	-0.220		-5.427	4.390	240996.000	33.306	
87.117	287.632	0.630	-3.976	-0.200		-5.732	1.890	241068.000	33.212	
86.433	291.387	0.631	-3.964	-0.247		-3.902	2.012	241139.000	33.259	
86.634	289.283	0.670	-3.984	-0.234		8.110	1.585	241211.000	33.165	
86.727	290.255	0.611	-3.945	-0.226		-0.122	3.476	241282.000	33.259	
86.178	292.068	0.650	-3.947	-0.264		-10.183	2.256	241353.000	33.212	
87.131	287.913	0.613	-3.956	-0.198		1.402	3.293	241426.000	33.212	
86.352	290.992	0.659	-3.967	-0.253		-0.854	1.707	241497.000	33.212	
86.794	288.536	0.661	-3.958	-0.222		-1.585	1.037	241568.000	33.212	
86.568	289.638	0.665	-3.957	-0.237		-2.683	3.293	241640.000	33.353	
86.385	291.348	0.640	-3.957	-0.250		2.317	5.122	241712.000	33.165	
87.341	286.532	0.615	-3.933	-0.183		0.610	5.305	241782.000	33.259	
86.723	289.426	0.640	-3.939	-0.226		-0.244	4.695	241853.000	33.306	
87.003	287.132	0.675	-3.973	-0.208		-3.049	3.659	241926.000	33.212	
87.310	285.855	0.653	-3.949	-0.186		0.915	2.073	241997.000	33.212	
86.247	291.876	0.645	-3.945	-0.259		-0.671	3.293	242068.000	33.165	
86.426	290.790	0.653	-3.972	-0.248		-1.524	4.329	242140.000	33.259	
87.152	287.103	0.635	-3.926	-0.195		-2.866	1.098	242211.000	33.259	
86.568	288.846	0.692	-3.940	-0.236		2.805	4.878	242283.000	33.306	
87.622	284.302	0.644	-3.951	-0.164		1.951	6.159	242354.000	33.306	
86.189	291.994	0.650	-3.943	-0.263		-1.646	5.488	242424.000	33.165	
86.716	289.693	0.636	-3.966	-0.228		-0.854	3.720	242496.000	33.259	
86.431	290.136	0.674	-3.961	-0.247		1.280	3.476	242568.000	33.259	
86.610	289.000	0.681	-3.957	-0.234		0.061	2.012	242638.000	33.306	
86.573	289.659	0.667	-3.979	-0.238		1.280	6.463	242709.000	33.212	
87.273	285.757	0.668	-3.957	-0.188		-0.671	6.951	242780.000	33.165	
87.074	286.961	0.666	-3.975	-0.203		-0.549	6.280	242851.000	33.165	
86.989	287.735	0.650	-3.954	-0.208		0.061	4.207	242924.000	33.259	
86.882	288.358	0.650	-3.962	-0.216		2.317	3.720	242995.000	33.306	
86.844	288.617	0.644	-3.932	-0.217		1.402	6.341	243065.000	33.259	
87.050	287.550	0.648	-3.979	-0.205		2.805	4.451	243136.000	33.259	
86.976	287.735	0.650	-3.938	-0.208		2.195	5.427	243207.000	33.259	
85.244	299.844	0.609	-4.202	-0.350		-10.915	24.390	243277.000	33.212	
81.004	304.329	0.902	-3.893	-0.616		66.890	87.805	243351.000	33.259	
87.134	298.174	0.370	-3.960	-0.198		94.024	128.232	243424.000	33.165	
87.345	283.544	0.750	-3.896	-0.181		14.085	-36.341	243497.000	33.259	
82.573	315.945	0.495	-3.926	-0.512		98.902	-69.024	243571.000	33.259	
81.638	20.113	-0.229	-4.245	-0.624		-64.085	13.354	243645.000	33.165	
78.531	332.997	0.363	-3.514	-0.713		-388.963	-21.768	243719.000	33.212	
80.676	311.106	0.743	-3.949	-0.648		-378.537	-96.220	243795.000	33.165	
84.327	309.697	0.506	-4.228	-0.420		-320.000	-61.890	243871.000	33.212	
93.820	247.766	0.600	-3.671	0.245		-222.256	-103.537	243947.000	33.165	
102.131	212.224	0.536	-3.957	0.851		-261.280	-127.561	244023.000	33.212	
108.172	190.674	0.233	-3.772	1.238		-248.720	-135.427	244100.000	33.212	
117.902	212.418	1.263	-3.755	1.988		-60.976	25.854	244176.000	33.259	
120.632	202.094	0.921	-3.831	2.269		157.073	-73.720	244250.000	33.259	
127.659	190.588	0.433	-2.999	2.314		52.378	58.902	244326.000	33.306	
122.566	214.512	1.272	-2.897	1.851		-46.768	8.476	244399.000	33.212	
124.628	210.284	1.104	-2.736	1.890		111.890	-51.159	244471.000	33.212	
129.543	200.397	0.846	-2.755	2.274		-13.171	-32.744	244546.000	33.259	
136.344	203.601	1.200	-2.621	2.747		37.744	-84.085	244621.000	33.259	
138.215	202.446	1.244	-2.691	3.012		1.341	-107.012	244695.000	33.306	
140.887	195.438	0.858	-2.527	3.108		-29.268	-160.305	244768.000	33.259	
139.780	205.064	1.278	-2.312	2.733		-31.341	-128.902	244844.000	33.212	
140.706	198.053	0.688	-1.729	2.112		31.768	-51.098	244921.000	33.259	
153.514	197.703	0.728	-1.136	2.279		-201.646	-55.061	244995.000	33.353	
151.226	202.346	1.131	-1.511	2.751		-301.585	-141.098	245070.000	33.212	
151.034	204.251	1.426	-1.752	3.165		-109.817	-110.000	245147.000	33.259	
152.207	195.947	1.005	-1.854	3.517		-81.098	-114.939	245224.000	33.259	
156.102	192.863	0.901	-1.749	3.947		-156.707	-12.622	245300.000	33.212	
141.995	196.298	0.925	-2.472	3.163		-68.171	-27.988	245376.000	33.259	
147.432	195.257	0.843	-1.974	3.090		-133.780	-23.720	245450.000	33.212	
141.441	195.733	0.803	-2.271	2.850		-39.146	-31.402	245527.000	33.259	
136.525	193.159	0.634	-2.570	2.711		-0.305	-18.902	245602.000	33.259	
136.911	192.202	0.572	-2.476	2.646		-68.841	-2.683	245676.000	33.259	
135.565	196.154	0.738	-2.499	2.549		-40.915	28.110	245749.000	33.212	
131.724	195.189	0.657	-2.715	2.421		13.293	6.829	245823.000	33.259	
130.908	197.086	0.705	-2.647	2.294		94.207	25.427	245895.000	33.212	
127.356	192.545	0.504	-2.967	2.265		67.988	71.524	245967.000	33.212	
126.339	196.877	0.683	-3.059	2.250		-52.683	62.012	246040.000	33.259	
123.385	197.723	0.636	-3.019	1.989		-8.537	85.183	246114.000	33.165	
116.586	196.502	0.486	-3.280	1.642		18.171	114.451	246188.000	33.259	
112.561	200.419	0.566	-3.662	1.521		67.866	72.988	246261.000	33.259	
108.405	199.307	0.456	-3.912	1.302		83.963	80.793	246334.000	33.259	
102.020	212.625	0.511	-3.747	0.798		152.500	77.866	246407.000	33.306	
102.233	204.662	0.346	-3.473	0.753		369.573	140.610	246480.000	33.212	
105.798	190.246	0.182	-3.552	1.005		245.976	59.695	246555.000	33.353	
99.081	226.303	0.637	-3.807	0.608		118.720	47.744	246629.000	33.165	
99.359	216.038	0.451	-3.763	0.620		156.890	7.988	246702.000	33.259	
98.319	215.811	0.390	-3.693	0.540		-39.695	-13.110	246773.000	33.259	
97.512	208.307	0.272	-3.836	0.506		-249.390	15.732	246847.000	33.259	
98.553	210.352	0.341	-3.870	0.582		-394.390	45.061	246922.000	33.212	
98.672	222.034	0.536	-3.899	0.595		-355.976	75.732	246995.000	33.306	
96.653	235.541	0.666	-3.918	0.457		-141.829	57.012	247069.000	33.353	
97.261	228.738	0.573	-3.947	0.503		54.756	-9.451	247143.000	33.259	
97.371	218.660	0.402	-3.888	0.503		252.256	-29.085	247215.000	33.259	
96.976	214.145	0.325	-3.919	0.479		342.439	-31.707	247288.000	33.259	
96.908	212.548	0.300	-3.877	0.470		330.976	-27.866	247362.000	33.259	
96.016	225.893	0.445	-4.096	0.432		340.305	-30.915	247436.000	33.212	
94.738	233.791	0.438	-3.864	0.320		371.280	-10.366	247510.000	33.306	
94.481	230.979	0.376	-3.888	0.305		388.902	23.171	247584.000	33.259	
93.436	236.665	0.365	-4.001	0.240		352.805	35.976	247657.000	33.259	
93.387	230.528	0.282	-3.928	0.232		267.195	53.720	247730.000	33.259	
