10.139	10.776	-0.792	-0.744	-4.161	-14.390	6.037	-2.134	603.000	32.271	
10.330	11.190	-0.819	-0.755	-4.142	-24.817	7.073	-13.354	664.000	32.271	
10.375	11.244	-0.840	-0.773	-4.225	-8.963	2.256	-6.707	742.000	32.176	
9.986	11.379	-0.843	-0.737	-4.188	-10.854	2.256	-4.268	817.000	32.224	
10.121	10.923	-0.807	-0.746	-4.180	2.622	-3.354	-0.305	891.000	32.224	
10.180	10.620	-0.783	-0.750	-4.177	-14.451	-5.305	6.585	966.000	32.271	
9.456	10.981	-0.827	-0.710	-4.263	-41.098	-20.610	31.646	1042.000	32.318	
10.034	10.968	-0.819	-0.748	-4.228	0.061	-12.134	-2.195	1120.000	32.412	
9.644	10.784	-0.797	-0.711	-4.184	14.817	-22.500	11.098	1197.000	32.365	
7.256	6.936	-0.524	-0.549	-4.311	-17.805	-2.256	5.122	630.000	32.459	
7.808	6.939	-0.509	-0.573	-4.181	-6.220	1.341	4.268	672.000	32.412	
8.583	8.037	-0.580	-0.620	-4.108	-10.488	11.098	1.585	744.000	32.412	
9.880	7.995	-0.594	-0.736	-4.228	18.598	-2.561	0.244	818.000	32.365	
3.178	7.489	-0.497	-0.210	-3.781	-13.598	48.171	-20.122	890.000	32.365	
11.758	9.204	-0.707	-0.908	-4.363	77.012	2.439	-19.146	966.000	32.318	
10.375	8.911	-0.670	-0.782	-4.272	55.610	19.573	-15.976	1041.000	32.365	
11.679	8.010	-0.598	-0.878	-4.247	45.610	0.183	1.341	1119.000	32.412	
13.107	8.434	-0.618	-0.971	-4.169	30.366	8.293	16.280	1192.000	32.506	
11.282	8.147	-0.601	-0.837	-4.195	39.024	-19.146	13.476	1267.000	32.459	
12.280	8.667	-0.644	-0.919	-4.222	8.598	-3.415	16.524	1344.000	32.412	
12.074	7.852	-0.583	-0.904	-4.228	24.329	-0.671	-10.427	1419.000	32.459	
11.488	8.356	-0.621	-0.859	-4.229	27.378	23.171	-15.671	1496.000	32.506	
13.117	8.931	-0.653	-0.969	-4.157	12.683	1.402	-2.317	1572.000	32.506	
13.308	9.669	-0.717	-0.995	-4.207	2.439	-10.183	-7.500	1648.000	32.459	
12.343	6.541	-0.480	-0.917	-4.190	-70.427	-7.622	3.415	1724.000	32.506	
10.114	7.667	-0.550	-0.729	-4.084	-126.463	46.768	48.476	1800.000	32.506	
13.255	8.443	-0.617	-0.979	-4.158	-72.012	0.427	32.744	1878.000	32.506	
10.945	10.740	-0.801	-0.816	-4.222	-43.598	6.463	-17.927	1953.000	32.459	
10.569	9.686	-0.713	-0.779	-4.177	-53.171	10.488	7.195	2031.000	32.553	
10.707	9.176	-0.676	-0.791	-4.184	-53.659	-2.622	19.085	2108.000	32.600	
10.398	7.595	-0.571	-0.786	-4.284	-73.659	3.720	31.951	2185.000	32.506	
8.707	8.202	-0.609	-0.647	-4.228	-86.280	21.707	30.427	2260.000	32.647	
8.678	9.722	-0.725	-0.646	-4.229	-62.073	8.293	34.634	2336.000	32.600	
9.254	9.808	-0.730	-0.688	-4.226	-25.305	-6.768	17.744	2411.000	32.600	
7.709	9.123	-0.696	-0.587	-4.336	-26.707	-4.634	26.585	2487.000	32.647	
